DOCUMENTO;CODIGO_PRODUCTO;PRECIO_UNITARIO;CANTIDAD;TOTAL;COSTO_UNITARIO
FAC0031076;PLT0035;13674;6;82044;8044
FAC0031077;PLT0033;21097;5;105485;12410
FAC0031078;PLT0032;10479;4;41916;6164
FAC0031079;PLT0038;27071;4;108284;15924
FAC0031080;PLT0021;21859;3;65577;12858
FAC0031081;PLT0016;17636;9;158724;10374
FAC0031082;PLT0016;17636;2;35272;10374
FAC0031083;PLT0039;6179;4;24716;3635
FAC0031084;PLT0039;6179;8;49432;3635
FAC0031085;PLT0031;11454;9;103086;6738
FAC0031086;PLT0025;25473;5;127365;14984
FAC0031087;PLT0006;24613;7;172291;14478
FAC0031088;PLT0006;24613;7;172291;14478
FAC0031089;PLT0039;6179;9;55611;3635
FAC0031090;PLT0018;21805;6;130830;12826
FAC0031091;PLT0042;28508;9;256572;16769
FAC0031092;PLT0004;19506;8;156048;11474
FAC0031093;PLT0047;26583;8;212664;15637
FAC0031094;PLT0001;10201;4;40804;6001
FAC0031095;PLT0019;21410;3;64230;12594
FAC0031096;PLT0039;6179;4;24716;3635
FAC0031097;PLT0033;21097;3;63291;12410
FAC0031098;PLT0043;14334;3;43002;8432
FAC0031099;PLT0018;21805;7;152635;12826
FAC0031100;PLT0006;24613;4;98452;14478
FAC0031101;PLT0037;20147;1;20147;11851
FAC0031102;PLT0039;6179;4;24716;3635
FAC0031103;PLT0035;13674;4;54696;8044
FAC0031104;PLT0005;34187;8;273496;20110
FAC0031105;PLT0012;9483;4;37932;5578
FAC0031106;PLT0013;16922;7;118454;9954
FAC0031107;PLT0017;33597;10;335970;19763
FAC0031108;PLT0027;22873;1;22873;13455
FAC0031109;PLT0036;27243;9;245187;16025
FAC0031110;PLT0003;25406;10;254060;14945
FAC0031111;PLT0011;25298;7;177086;14881
FAC0031112;PLT0040;24668;5;123340;14511
FAC0031113;PLT0024;6170;9;55530;3629
FAC0031114;PLT0029;16136;5;80680;9492
FAC0031115;PLT0006;24613;1;24613;14478
FAC0031116;PLT0047;26583;6;159498;15637
FAC0031117;PLT0006;24613;9;221517;14478
FAC0031118;PLT0026;9446;4;37784;5556
FAC0031119;PLT0011;25298;2;50596;14881
FAC0031120;PLT0043;14334;6;86004;8432
FAC0031121;PLT0024;6170;7;43190;3629
FAC0031122;PLT0012;9483;3;28449;5578
FAC0031123;PLT0025;25473;8;203784;14984
FAC0031124;PLT0032;10479;3;31437;6164
FAC0031125;PLT0036;27243;3;81729;16025
FAC0031126;PLT0042;28508;4;114032;16769
FAC0031127;PLT0044;10146;6;60876;5968
FAC0031128;PLT0011;25298;5;126490;14881
FAC0031129;PLT0024;6170;7;43190;3629
FAC0031130;PLT0036;27243;2;54486;16025
FAC0031131;PLT0030;21117;7;147819;12422
FAC0031132;PLT0002;16035;9;144315;9432
FAC0031133;PLT0008;27709;9;249381;16299
FAC0031134;PLT0003;25406;1;25406;14945
FAC0031135;PLT0019;21410;6;128460;12594
FAC0031136;PLT0035;13674;8;109392;8044
FAC0031137;PLT0046;34804;1;34804;20473
FAC0031138;PLT0007;20343;3;61029;11966
FAC0031139;PLT0026;9446;10;94460;5556
FAC0031140;PLT0014;5638;10;56380;3316
FAC0031141;PLT0042;28508;2;57016;16769
FAC0031142;PLT0039;6179;3;18537;3635
FAC0031143;PLT0033;21097;7;147679;12410
FAC0031144;PLT0039;6179;6;37074;3635
FAC0031145;PLT0044;10146;8;81168;5968
FAC0031146;PLT0009;22639;5;113195;13317
FAC0031147;PLT0009;22639;2;45278;13317
FAC0031148;PLT0044;10146;6;60876;5968
FAC0031149;PLT0045;34710;10;347100;20418
FAC0031150;PLT0043;14334;2;28668;8432
FAC0031151;PLT0007;20343;10;203430;11966
FAC0031152;PLT0017;33597;4;134388;19763
FAC0031153;PLT0039;6179;2;12358;3635
FAC0031154;PLT0042;28508;7;199556;16769
FAC0031155;PLT0018;21805;3;65415;12826
FAC0031156;PLT0046;34804;4;139216;20473
FAC0031157;PLT0047;26583;2;53166;15637
FAC0031158;PLT0014;5638;5;28190;3316
FAC0031159;PLT0044;10146;2;20292;5968
FAC0031160;PLT0023;29003;6;174018;17061
FAC0031161;PLT0045;34710;1;34710;20418
FAC0031162;PLT0010;7946;8;63568;4674
FAC0031163;PLT0038;27071;1;27071;15924
FAC0031164;PLT0010;7946;1;7946;4674
FAC0031165;PLT0022;28111;3;84333;16536
FAC0031166;PLT0046;34804;7;243628;20473
FAC0031167;PLT0001;10201;4;40804;6001
FAC0031168;PLT0012;9483;6;56898;5578
FAC0031169;PLT0043;14334;6;86004;8432
FAC0031170;PLT0017;33597;2;67194;19763
FAC0031171;PLT0016;17636;9;158724;10374
FAC0031172;PLT0047;26583;8;212664;15637
FAC0031173;PLT0025;25473;9;229257;14984
FAC0031174;PLT0030;21117;1;21117;12422
FAC0031175;PLT0033;21097;6;126582;12410
FAC0031176;PLT0037;20147;1;20147;11851
FAC0031177;PLT0013;16922;6;101532;9954
FAC0031178;PLT0009;22639;9;203751;13317
FAC0031179;PLT0022;28111;8;224888;16536
FAC0031180;PLT0032;10479;4;41916;6164
FAC0031181;PLT0044;10146;5;50730;5968
FAC0031182;PLT0035;13674;2;27348;8044
FAC0031183;PLT0034;11917;8;95336;7010
FAC0031184;PLT0043;14334;8;114672;8432
FAC0031185;PLT0008;27709;10;277090;16299
FAC0031186;PLT0040;24668;4;98672;14511
FAC0031187;PLT0041;18897;6;113382;11116
FAC0031188;PLT0025;25473;7;178311;14984
FAC0031189;PLT0042;28508;8;228064;16769
FAC0031190;PLT0047;26583;1;26583;15637
FAC0031191;PLT0002;16035;10;160350;9432
FAC0031192;PLT0010;7946;9;71514;4674
FAC0031193;PLT0043;14334;1;14334;8432
FAC0031194;PLT0046;34804;2;69608;20473
FAC0031195;PLT0007;20343;7;142401;11966
FAC0031196;PLT0002;16035;4;64140;9432
FAC0031197;PLT0033;21097;7;147679;12410
FAC0031198;PLT0043;14334;7;100338;8432
FAC0031199;PLT0039;6179;3;18537;3635
FAC0031200;PLT0031;11454;8;91632;6738
FAC0031201;PLT0006;24613;9;221517;14478
FAC0031202;PLT0030;21117;3;63351;12422
FAC0031203;PLT0018;21805;10;218050;12826
FAC0031204;PLT0027;22873;7;160111;13455
FAC0031205;PLT0027;22873;10;228730;13455
FAC0031206;PLT0040;24668;3;74004;14511
FAC0031207;PLT0027;22873;9;205857;13455
FAC0031208;PLT0043;14334;4;57336;8432
FAC0031209;PLT0002;16035;7;112245;9432
FAC0031210;PLT0047;26583;7;186081;15637
FAC0031211;PLT0041;18897;2;37794;11116
FAC0031212;PLT0012;9483;1;9483;5578
FAC0031213;PLT0038;27071;7;189497;15924
FAC0031214;PLT0012;9483;7;66381;5578
FAC0031215;PLT0045;34710;9;312390;20418
FAC0031216;PLT0012;9483;5;47415;5578
FAC0031217;PLT0035;13674;5;68370;8044
FAC0031218;PLT0002;16035;4;64140;9432
FAC0031219;PLT0022;28111;5;140555;16536
FAC0031220;PLT0009;22639;6;135834;13317
FAC0031221;PLT0026;9446;3;28338;5556
FAC0031222;PLT0040;24668;4;98672;14511
FAC0031223;PLT0010;7946;10;79460;4674
FAC0031224;PLT0016;17636;8;141088;10374
FAC0031225;PLT0009;22639;8;181112;13317
FAC0031226;PLT0014;5638;9;50742;3316
FAC0031227;PLT0035;13674;3;41022;8044
FAC0031228;PLT0040;24668;10;246680;14511
FAC0031229;PLT0036;27243;10;272430;16025
FAC0031230;PLT0046;34804;3;104412;20473
FAC0031231;PLT0044;10146;8;81168;5968
FAC0031232;PLT0046;34804;10;348040;20473
FAC0031233;PLT0023;29003;4;116012;17061
FAC0031234;PLT0037;20147;7;141029;11851
FAC0031235;PLT0022;28111;6;168666;16536
FAC0031236;PLT0032;10479;10;104790;6164
FAC0031237;PLT0025;25473;7;178311;14984
FAC0031238;PLT0044;10146;6;60876;5968
FAC0031239;PLT0021;21859;6;131154;12858
FAC0031240;PLT0032;10479;10;104790;6164
FAC0031241;PLT0024;6170;5;30850;3629
FAC0031242;PLT0043;14334;9;129006;8432
FAC0031243;PLT0043;14334;5;71670;8432
FAC0031244;PLT0002;16035;1;16035;9432
FAC0031245;PLT0026;9446;1;9446;5556
FAC0031246;PLT0008;27709;1;27709;16299
FAC0031247;PLT0040;24668;9;222012;14511
FAC0031248;PLT0047;26583;4;106332;15637
FAC0031249;PLT0026;9446;8;75568;5556
FAC0031250;PLT0029;16136;2;32272;9492
FAC0031251;PLT0033;21097;4;84388;12410
FAC0031252;PLT0034;11917;10;119170;7010
FAC0031253;PLT0023;29003;10;290030;17061
FAC0031254;PLT0034;11917;1;11917;7010
FAC0031255;PLT0043;14334;4;57336;8432
FAC0031256;PLT0040;24668;6;148008;14511
FAC0031257;PLT0033;21097;6;126582;12410
FAC0031258;PLT0043;14334;9;129006;8432
FAC0031259;PLT0001;10201;1;10201;6001
FAC0031260;PLT0026;9446;9;85014;5556
FAC0031261;PLT0018;21805;10;218050;12826
FAC0031262;PLT0046;34804;4;139216;20473
FAC0031263;PLT0008;27709;7;193963;16299
FAC0031264;PLT0009;22639;6;135834;13317
FAC0031265;PLT0030;21117;1;21117;12422
FAC0031266;PLT0001;10201;4;40804;6001
FAC0031267;PLT0003;25406;9;228654;14945
FAC0031268;PLT0010;7946;7;55622;4674
FAC0031269;PLT0010;7946;6;47676;4674
FAC0031270;PLT0017;33597;4;134388;19763
FAC0031271;PLT0046;34804;2;69608;20473
FAC0031272;PLT0020;32766;6;196596;19274
FAC0031273;PLT0022;28111;2;56222;16536
FAC0031274;PLT0016;17636;2;35272;10374
FAC0031275;PLT0030;21117;1;21117;12422
FAC0031276;PLT0020;32766;7;229362;19274
FAC0031277;PLT0047;26583;1;26583;15637
FAC0031278;PLT0003;25406;6;152436;14945
FAC0031279;PLT0034;11917;6;71502;7010
FAC0031280;PLT0028;8448;9;76032;4969
FAC0031281;PLT0018;21805;4;87220;12826
FAC0031282;PLT0022;28111;6;168666;16536
FAC0031283;PLT0014;5638;4;22552;3316
FAC0031284;PLT0018;21805;8;174440;12826
FAC0031285;PLT0001;10201;8;81608;6001
FAC0031286;PLT0016;17636;9;158724;10374
FAC0031287;PLT0015;22206;1;22206;13062
FAC0031288;PLT0022;28111;3;84333;16536
FAC0031289;PLT0034;11917;1;11917;7010
FAC0031290;PLT0045;34710;3;104130;20418
FAC0031291;PLT0034;11917;8;95336;7010
FAC0031292;PLT0019;21410;6;128460;12594
FAC0031293;PLT0009;22639;8;181112;13317
FAC0031294;PLT0027;22873;8;182984;13455
FAC0031295;PLT0036;27243;1;27243;16025
FAC0031296;PLT0002;16035;7;112245;9432
FAC0031297;PLT0044;10146;3;30438;5968
FAC0031298;PLT0008;27709;4;110836;16299
FAC0031299;PLT0028;8448;8;67584;4969
FAC0031300;PLT0036;27243;9;245187;16025
FAC0031301;PLT0044;10146;6;60876;5968
FAC0031302;PLT0022;28111;3;84333;16536
FAC0031303;PLT0023;29003;4;116012;17061
FAC0031304;PLT0010;7946;7;55622;4674
FAC0031305;PLT0030;21117;10;211170;12422
FAC0031306;PLT0016;17636;3;52908;10374
FAC0031307;PLT0025;25473;7;178311;14984
FAC0031308;PLT0018;21805;2;43610;12826
FAC0031309;PLT0018;21805;1;21805;12826
FAC0031310;PLT0018;21805;7;152635;12826
FAC0031311;PLT0005;34187;3;102561;20110
FAC0031312;PLT0046;34804;4;139216;20473
FAC0031313;PLT0025;25473;4;101892;14984
FAC0031314;PLT0009;22639;5;113195;13317
FAC0031315;PLT0033;21097;1;21097;12410
FAC0031316;PLT0039;6179;9;55611;3635
FAC0031317;PLT0032;10479;2;20958;6164
FAC0031318;PLT0001;10201;8;81608;6001
FAC0031319;PLT0036;27243;9;245187;16025
FAC0031320;PLT0043;14334;5;71670;8432
FAC0031321;PLT0025;25473;2;50946;14984
FAC0031322;PLT0010;7946;6;47676;4674
FAC0031323;PLT0046;34804;7;243628;20473
FAC0031324;PLT0014;5638;7;39466;3316
FAC0031325;PLT0014;5638;9;50742;3316
FAC0031326;PLT0043;14334;4;57336;8432
FAC0031327;PLT0006;24613;5;123065;14478
FAC0031328;PLT0046;34804;3;104412;20473
FAC0031329;PLT0047;26583;9;239247;15637
FAC0031330;PLT0005;34187;10;341870;20110
FAC0031331;PLT0029;16136;1;16136;9492
FAC0031332;PLT0001;10201;5;51005;6001
FAC0031333;PLT0008;27709;10;277090;16299
FAC0031334;PLT0028;8448;9;76032;4969
FAC0031335;PLT0039;6179;2;12358;3635
FAC0031336;PLT0006;24613;1;24613;14478
FAC0031337;PLT0005;34187;10;341870;20110
FAC0031338;PLT0042;28508;10;285080;16769
FAC0031339;PLT0028;8448;6;50688;4969
FAC0031340;PLT0024;6170;10;61700;3629
FAC0031341;PLT0026;9446;6;56676;5556
FAC0031342;PLT0035;13674;9;123066;8044
FAC0031343;PLT0014;5638;10;56380;3316
FAC0031344;PLT0026;9446;7;66122;5556
FAC0031345;PLT0036;27243;2;54486;16025
FAC0031346;PLT0047;26583;10;265830;15637
FAC0031347;PLT0012;9483;8;75864;5578
FAC0031348;PLT0010;7946;8;63568;4674
FAC0031349;PLT0022;28111;2;56222;16536
FAC0031350;PLT0012;9483;6;56898;5578
FAC0031351;PLT0004;19506;6;117036;11474
FAC0031352;PLT0033;21097;6;126582;12410
FAC0031353;PLT0004;19506;10;195060;11474
FAC0031354;PLT0021;21859;9;196731;12858
FAC0031355;PLT0008;27709;3;83127;16299
FAC0031356;PLT0019;21410;7;149870;12594
FAC0031357;PLT0039;6179;1;6179;3635
FAC0031358;PLT0002;16035;1;16035;9432
FAC0031359;PLT0044;10146;3;30438;5968
FAC0031360;PLT0045;34710;7;242970;20418
FAC0031361;PLT0005;34187;8;273496;20110
FAC0031362;PLT0026;9446;8;75568;5556
FAC0031363;PLT0033;21097;4;84388;12410
FAC0031364;PLT0023;29003;5;145015;17061
FAC0031365;PLT0017;33597;10;335970;19763
FAC0031366;PLT0044;10146;1;10146;5968
FAC0031367;PLT0027;22873;1;22873;13455
FAC0031368;PLT0033;21097;10;210970;12410
FAC0031369;PLT0034;11917;2;23834;7010
FAC0031370;PLT0046;34804;10;348040;20473
FAC0031371;PLT0034;11917;3;35751;7010
FAC0031372;PLT0015;22206;1;22206;13062
FAC0031373;PLT0004;19506;2;39012;11474
FAC0031374;PLT0041;18897;5;94485;11116
FAC0031375;PLT0021;21859;5;109295;12858
FAC0031376;PLT0019;21410;10;214100;12594
FAC0031377;PLT0031;11454;8;91632;6738
FAC0031378;PLT0013;16922;2;33844;9954
FAC0031379;PLT0007;20343;6;122058;11966
FAC0031380;PLT0002;16035;3;48105;9432
FAC0031381;PLT0006;24613;9;221517;14478
FAC0031382;PLT0014;5638;6;33828;3316
FAC0031383;PLT0044;10146;3;30438;5968
FAC0031384;PLT0024;6170;2;12340;3629
FAC0031385;PLT0027;22873;9;205857;13455
FAC0031386;PLT0006;24613;9;221517;14478
FAC0031387;PLT0017;33597;3;100791;19763
FAC0031388;PLT0039;6179;2;12358;3635
FAC0031389;PLT0001;10201;5;51005;6001
FAC0031390;PLT0027;22873;10;228730;13455
FAC0031391;PLT0014;5638;10;56380;3316
FAC0031392;PLT0017;33597;7;235179;19763
FAC0031393;PLT0033;21097;4;84388;12410
FAC0031394;PLT0024;6170;3;18510;3629
FAC0031395;PLT0041;18897;5;94485;11116
FAC0031396;PLT0010;7946;1;7946;4674
FAC0031397;PLT0047;26583;1;26583;15637
FAC0031398;PLT0011;25298;6;151788;14881
FAC0031399;PLT0003;25406;1;25406;14945
FAC0031400;PLT0024;6170;9;55530;3629
FAC0031401;PLT0002;16035;9;144315;9432
FAC0031402;PLT0038;27071;6;162426;15924
FAC0031403;PLT0018;21805;10;218050;12826
FAC0031404;PLT0047;26583;4;106332;15637
FAC0031405;PLT0037;20147;1;20147;11851
FAC0031406;PLT0017;33597;7;235179;19763
FAC0031407;PLT0025;25473;3;76419;14984
FAC0031408;PLT0007;20343;7;142401;11966
FAC0031409;PLT0016;17636;6;105816;10374
FAC0031410;PLT0034;11917;6;71502;7010
FAC0031411;PLT0022;28111;4;112444;16536
FAC0031412;PLT0039;6179;6;37074;3635
FAC0031413;PLT0023;29003;6;174018;17061
FAC0031414;PLT0017;33597;10;335970;19763
FAC0031415;PLT0012;9483;7;66381;5578
FAC0031416;PLT0016;17636;7;123452;10374
FAC0031417;PLT0003;25406;5;127030;14945
FAC0031418;PLT0021;21859;1;21859;12858
FAC0031419;PLT0005;34187;7;239309;20110
FAC0031420;PLT0007;20343;5;101715;11966
FAC0031421;PLT0038;27071;7;189497;15924
FAC0031422;PLT0035;13674;10;136740;8044
FAC0031423;PLT0018;21805;9;196245;12826
FAC0031424;PLT0014;5638;5;28190;3316
FAC0031425;PLT0008;27709;8;221672;16299
FAC0031426;PLT0036;27243;7;190701;16025
FAC0031427;PLT0038;27071;6;162426;15924
FAC0031428;PLT0028;8448;4;33792;4969
FAC0031429;PLT0021;21859;5;109295;12858
FAC0031430;PLT0034;11917;3;35751;7010
FAC0031431;PLT0038;27071;7;189497;15924
FAC0031432;PLT0038;27071;8;216568;15924
FAC0031433;PLT0001;10201;1;10201;6001
FAC0031434;PLT0013;16922;6;101532;9954
FAC0031435;PLT0029;16136;4;64544;9492
FAC0031436;PLT0012;9483;7;66381;5578
FAC0031437;PLT0025;25473;5;127365;14984
FAC0031438;PLT0022;28111;6;168666;16536
FAC0031439;PLT0040;24668;4;98672;14511
FAC0031440;PLT0022;28111;8;224888;16536
FAC0031441;PLT0031;11454;5;57270;6738
FAC0031442;PLT0003;25406;4;101624;14945
FAC0031443;PLT0005;34187;10;341870;20110
FAC0031444;PLT0029;16136;9;145224;9492
FAC0031445;PLT0022;28111;3;84333;16536
FAC0031446;PLT0009;22639;8;181112;13317
FAC0031447;PLT0007;20343;7;142401;11966
FAC0031448;PLT0010;7946;3;23838;4674
FAC0031449;PLT0029;16136;5;80680;9492
FAC0031450;PLT0021;21859;1;21859;12858
FAC0031451;PLT0026;9446;3;28338;5556
FAC0031452;PLT0037;20147;6;120882;11851
FAC0031453;PLT0017;33597;3;100791;19763
FAC0031454;PLT0016;17636;1;17636;10374
FAC0031455;PLT0042;28508;6;171048;16769
FAC0031456;PLT0037;20147;5;100735;11851
FAC0031457;PLT0038;27071;4;108284;15924
FAC0031458;PLT0034;11917;8;95336;7010
FAC0031459;PLT0017;33597;2;67194;19763
FAC0031460;PLT0029;16136;4;64544;9492
FAC0031461;PLT0036;27243;3;81729;16025
FAC0031462;PLT0040;24668;4;98672;14511
FAC0031463;PLT0018;21805;10;218050;12826
FAC0031464;PLT0035;13674;10;136740;8044
FAC0031465;PLT0031;11454;3;34362;6738
FAC0031466;PLT0008;27709;10;277090;16299
FAC0031467;PLT0032;10479;10;104790;6164
FAC0031468;PLT0032;10479;9;94311;6164
FAC0031469;PLT0040;24668;4;98672;14511
FAC0031470;PLT0020;32766;8;262128;19274
FAC0031471;PLT0025;25473;9;229257;14984
FAC0031472;PLT0027;22873;7;160111;13455
FAC0031473;PLT0020;32766;3;98298;19274
FAC0031474;PLT0015;22206;8;177648;13062
FAC0031475;PLT0041;18897;9;170073;11116
FAC0031476;PLT0020;32766;4;131064;19274
FAC0031477;PLT0015;22206;8;177648;13062
FAC0031478;PLT0005;34187;8;273496;20110
FAC0031479;PLT0046;34804;10;348040;20473
FAC0031480;PLT0042;28508;2;57016;16769
FAC0031481;PLT0026;9446;2;18892;5556
FAC0031482;PLT0018;21805;1;21805;12826
FAC0031483;PLT0009;22639;4;90556;13317
FAC0031484;PLT0004;19506;10;195060;11474
FAC0031485;PLT0020;32766;8;262128;19274
FAC0031486;PLT0008;27709;6;166254;16299
FAC0031487;PLT0046;34804;9;313236;20473
FAC0031488;PLT0035;13674;6;82044;8044
FAC0031489;PLT0007;20343;9;183087;11966
FAC0031490;PLT0003;25406;10;254060;14945
FAC0031491;PLT0008;27709;6;166254;16299
FAC0031492;PLT0010;7946;8;63568;4674
FAC0031493;PLT0033;21097;1;21097;12410
FAC0031494;PLT0024;6170;4;24680;3629
FAC0031495;PLT0009;22639;4;90556;13317
FAC0031496;PLT0020;32766;8;262128;19274
FAC0031497;PLT0043;14334;10;143340;8432
FAC0031498;PLT0035;13674;10;136740;8044
FAC0031499;PLT0047;26583;2;53166;15637
FAC0031500;PLT0005;34187;7;239309;20110
FAC0031501;PLT0030;21117;4;84468;12422
FAC0031502;PLT0025;25473;3;76419;14984
FAC0031503;PLT0029;16136;7;112952;9492
FAC0031504;PLT0009;22639;3;67917;13317
FAC0031505;PLT0008;27709;8;221672;16299
FAC0031506;PLT0019;21410;3;64230;12594
FAC0031507;PLT0023;29003;4;116012;17061
FAC0031508;PLT0011;25298;8;202384;14881
FAC0031509;PLT0041;18897;1;18897;11116
FAC0031510;PLT0037;20147;6;120882;11851
FAC0031511;PLT0004;19506;2;39012;11474
FAC0031512;PLT0007;20343;8;162744;11966
FAC0031513;PLT0004;19506;3;58518;11474
FAC0031514;PLT0009;22639;7;158473;13317
FAC0031515;PLT0009;22639;3;67917;13317
FAC0031516;PLT0001;10201;2;20402;6001
FAC0031517;PLT0047;26583;1;26583;15637
FAC0031518;PLT0013;16922;1;16922;9954
FAC0031519;PLT0006;24613;4;98452;14478
FAC0031520;PLT0003;25406;4;101624;14945
FAC0031521;PLT0010;7946;2;15892;4674
FAC0031522;PLT0021;21859;3;65577;12858
FAC0031523;PLT0018;21805;1;21805;12826
FAC0031524;PLT0006;24613;10;246130;14478
FAC0031525;PLT0029;16136;5;80680;9492
FAC0031526;PLT0045;34710;6;208260;20418
FAC0031527;PLT0007;20343;5;101715;11966
FAC0031528;PLT0016;17636;6;105816;10374
FAC0031529;PLT0031;11454;7;80178;6738
FAC0031530;PLT0038;27071;1;27071;15924
FAC0031531;PLT0013;16922;10;169220;9954
FAC0031532;PLT0019;21410;8;171280;12594
FAC0031533;PLT0040;24668;1;24668;14511
FAC0031534;PLT0007;20343;10;203430;11966
FAC0031535;PLT0038;27071;8;216568;15924
FAC0031536;PLT0040;24668;1;24668;14511
FAC0031537;PLT0027;22873;9;205857;13455
FAC0031538;PLT0036;27243;7;190701;16025
FAC0031539;PLT0023;29003;10;290030;17061
FAC0031540;PLT0040;24668;5;123340;14511
FAC0031541;PLT0044;10146;1;10146;5968
FAC0031542;PLT0007;20343;7;142401;11966
FAC0031543;PLT0036;27243;5;136215;16025
FAC0031544;PLT0028;8448;3;25344;4969
FAC0031545;PLT0046;34804;4;139216;20473
FAC0031546;PLT0041;18897;7;132279;11116
FAC0031547;PLT0030;21117;1;21117;12422
FAC0031548;PLT0041;18897;7;132279;11116
FAC0031549;PLT0010;7946;1;7946;4674
FAC0031550;PLT0041;18897;7;132279;11116
FAC0031551;PLT0034;11917;3;35751;7010
FAC0031552;PLT0005;34187;10;341870;20110
FAC0031553;PLT0013;16922;7;118454;9954
FAC0031554;PLT0034;11917;10;119170;7010
FAC0031555;PLT0015;22206;3;66618;13062
FAC0031556;PLT0039;6179;6;37074;3635
FAC0031557;PLT0003;25406;4;101624;14945
FAC0031558;PLT0022;28111;9;252999;16536
FAC0031559;PLT0037;20147;6;120882;11851
FAC0031560;PLT0030;21117;9;190053;12422
FAC0031561;PLT0033;21097;8;168776;12410
FAC0031562;PLT0002;16035;6;96210;9432
FAC0031563;PLT0006;24613;3;73839;14478
FAC0031564;PLT0011;25298;8;202384;14881
FAC0031565;PLT0001;10201;8;81608;6001
FAC0031566;PLT0044;10146;4;40584;5968
FAC0031567;PLT0035;13674;6;82044;8044
FAC0031568;PLT0042;28508;5;142540;16769
FAC0031569;PLT0009;22639;8;181112;13317
FAC0031570;PLT0015;22206;9;199854;13062
FAC0031571;PLT0015;22206;6;133236;13062
FAC0031572;PLT0011;25298;3;75894;14881
FAC0031573;PLT0027;22873;9;205857;13455
FAC0031574;PLT0009;22639;4;90556;13317
FAC0031575;PLT0008;27709;4;110836;16299
FAC0031576;PLT0046;34804;8;278432;20473
FAC0031577;PLT0035;13674;8;109392;8044
FAC0031578;PLT0038;27071;9;243639;15924
FAC0031579;PLT0028;8448;7;59136;4969
FAC0031580;PLT0020;32766;5;163830;19274
FAC0031581;PLT0023;29003;10;290030;17061
FAC0031582;PLT0038;27071;6;162426;15924
FAC0031583;PLT0010;7946;1;7946;4674
FAC0031584;PLT0030;21117;4;84468;12422
FAC0031585;PLT0030;21117;10;211170;12422
FAC0031586;PLT0018;21805;8;174440;12826
FAC0031587;PLT0003;25406;2;50812;14945
FAC0031588;PLT0014;5638;3;16914;3316
FAC0031589;PLT0005;34187;8;273496;20110
FAC0031590;PLT0045;34710;10;347100;20418
FAC0031591;PLT0036;27243;1;27243;16025
FAC0031592;PLT0040;24668;10;246680;14511
FAC0031593;PLT0020;32766;8;262128;19274
FAC0031594;PLT0027;22873;5;114365;13455
FAC0031595;PLT0018;21805;1;21805;12826
FAC0031596;PLT0002;16035;10;160350;9432
FAC0031597;PLT0026;9446;2;18892;5556
FAC0031598;PLT0029;16136;8;129088;9492
FAC0031599;PLT0034;11917;5;59585;7010
FAC0031600;PLT0001;10201;4;40804;6001
FAC0031601;PLT0005;34187;9;307683;20110
FAC0031602;PLT0026;9446;5;47230;5556
FAC0031603;PLT0012;9483;2;18966;5578
FAC0031604;PLT0015;22206;6;133236;13062
FAC0031605;PLT0004;19506;9;175554;11474
FAC0031606;PLT0028;8448;6;50688;4969
FAC0031607;PLT0037;20147;8;161176;11851
FAC0031608;PLT0033;21097;3;63291;12410
FAC0031609;PLT0025;25473;2;50946;14984
FAC0031610;PLT0045;34710;10;347100;20418
FAC0031611;PLT0025;25473;3;76419;14984
FAC0031612;PLT0032;10479;8;83832;6164
FAC0031613;PLT0008;27709;6;166254;16299
FAC0031614;PLT0031;11454;3;34362;6738
FAC0031615;PLT0041;18897;5;94485;11116
FAC0031616;PLT0024;6170;5;30850;3629
FAC0031617;PLT0041;18897;2;37794;11116
FAC0031618;PLT0026;9446;4;37784;5556
FAC0031619;PLT0016;17636;1;17636;10374
FAC0031620;PLT0029;16136;2;32272;9492
FAC0031621;PLT0003;25406;2;50812;14945
FAC0031622;PLT0008;27709;5;138545;16299
FAC0031623;PLT0037;20147;10;201470;11851
FAC0031624;PLT0039;6179;9;55611;3635
FAC0031625;PLT0047;26583;5;132915;15637
FAC0031626;PLT0045;34710;2;69420;20418
FAC0031627;PLT0032;10479;9;94311;6164
FAC0031628;PLT0024;6170;9;55530;3629
FAC0031629;PLT0021;21859;4;87436;12858
FAC0031630;PLT0042;28508;10;285080;16769
FAC0031631;PLT0046;34804;3;104412;20473
FAC0031632;PLT0009;22639;2;45278;13317
FAC0031633;PLT0023;29003;1;29003;17061
FAC0031634;PLT0025;25473;5;127365;14984
FAC0031635;PLT0019;21410;9;192690;12594
FAC0031636;PLT0032;10479;5;52395;6164
FAC0031637;PLT0007;20343;4;81372;11966
FAC0031638;PLT0034;11917;4;47668;7010
FAC0031639;PLT0040;24668;7;172676;14511
FAC0031640;PLT0031;11454;2;22908;6738
FAC0031641;PLT0009;22639;3;67917;13317
FAC0031642;PLT0042;28508;10;285080;16769
FAC0031643;PLT0027;22873;3;68619;13455
FAC0031644;PLT0007;20343;5;101715;11966
FAC0031645;PLT0019;21410;5;107050;12594
FAC0031646;PLT0013;16922;1;16922;9954
FAC0031647;PLT0037;20147;9;181323;11851
FAC0031648;PLT0022;28111;2;56222;16536
FAC0031649;PLT0003;25406;4;101624;14945
FAC0031650;PLT0026;9446;1;9446;5556
FAC0031651;PLT0035;13674;6;82044;8044
FAC0031652;PLT0020;32766;10;327660;19274
FAC0031653;PLT0027;22873;2;45746;13455
FAC0031654;PLT0032;10479;6;62874;6164
FAC0031655;PLT0014;5638;4;22552;3316
