DOCUMENTO;FECHA;ID_CLIENTE;TIPO_DOCUMENTO;ID_VENDEDOR;CANAL_ID;TOTAL_NETO;IMPUESTO;TOTAL_DOCUMENTO
FAC0034236;2015-02-19;CLI00911;FACTURA;47;2;196731;37379;234110
FAC0034237;2015-12-11;CLI00354;FACTURA;9;1;281110;53411;334521
FAC0034238;2015-10-18;CLI00730;FACTURA;3;1;33844;6430;40274
FAC0034239;2015-01-02;CLI00367;FACTURA;15;2;348040;66128;414168
FAC0034240;2015-12-15;CLI00386;FACTURA;45;1;16896;3210;20106
FAC0034241;2015-10-08;CLI00594;FACTURA;47;1;106332;20203;126535
FAC0034242;2015-03-02;CLI00939;FACTURA;20;2;34187;6496;40683
FAC0034243;2015-01-20;CLI00020;FACTURA;10;1;210970;40084;251054
FAC0034244;2015-12-11;CLI00286;FACTURA;33;1;26583;5051;31634
FAC0034245;2015-01-18;CLI00769;FACTURA;47;2;218050;41430;259480
FAC0034246;2015-03-18;CLI00467;FACTURA;37;2;37020;7034;44054
FAC0034247;2015-07-11;CLI00302;FACTURA;6;1;83419;15850;99269
FAC0034248;2015-01-18;CLI00631;FACTURA;38;2;17636;3351;20987
FAC0034249;2015-11-10;CLI00011;FACTURA;2;2;272430;51762;324192
FAC0034250;2015-07-26;CLI00328;FACTURA;45;1;112444;21364;133808
FAC0034251;2015-02-15;CLI00051;FACTURA;19;2;174018;33063;207081
FAC0034252;2015-01-09;CLI00847;FACTURA;9;2;45278;8603;53881
FAC0034253;2015-10-24;CLI00315;FACTURA;37;2;232024;44085;276109
FAC0034254;2015-05-02;CLI00254;FACTURA;43;1;55530;10551;66081
FAC0034255;2015-09-19;CLI00370;FACTURA;27;1;134388;25534;159922
FAC0034256;2015-01-12;CLI00329;FACTURA;20;2;83419;15850;99269
FAC0034257;2015-03-19;CLI00275;FACTURA;7;2;91632;17410;109042
FAC0034258;2015-02-15;CLI00056;FACTURA;38;1;88180;16754;104934
FAC0034259;2015-02-25;CLI00617;FACTURA;24;2;348040;66128;414168
FAC0034260;2015-11-26;CLI00960;FACTURA;39;1;25344;4815;30159
FAC0034261;2015-08-04;CLI00358;FACTURA;23;1;216568;41148;257716
FAC0034262;2015-11-19;CLI00661;FACTURA;11;2;39012;7412;46424
FAC0034263;2015-01-13;CLI00617;FACTURA;6;2;33844;6430;40274
FAC0034264;2015-09-24;CLI00775;FACTURA;14;2;21805;4143;25948
FAC0034265;2015-07-23;CLI00297;FACTURA;2;2;202384;38453;240837
FAC0034266;2015-02-28;CLI00931;FACTURA;31;2;60441;11484;71925
FAC0034267;2015-11-25;CLI00710;FACTURA;4;1;91809;17444;109253
FAC0034268;2015-11-21;CLI00090;FACTURA;29;1;65577;12460;78037
FAC0034269;2015-10-20;CLI00471;FACTURA;3;2;91632;17410;109042
FAC0034270;2015-09-29;CLI00586;FACTURA;20;1;30850;5862;36712
FAC0034271;2015-05-24;CLI00201;FACTURA;41;2;84610;16076;100686
FAC0034272;2015-07-20;CLI00148;FACTURA;18;1;246130;46765;292895
FAC0034273;2015-08-05;CLI00602;FACTURA;37;1;224888;42729;267617
FAC0034274;2015-10-24;CLI00163;FACTURA;40;2;98298;18677;116975
FAC0034275;2015-12-01;CLI00303;FACTURA;32;2;151176;28723;179899
FAC0034276;2015-01-30;CLI00198;FACTURA;9;1;151176;28723;179899
FAC0034277;2015-04-06;CLI00682;FACTURA;36;1;327660;62255;389915
FAC0034278;2015-04-12;CLI00255;FACTURA;2;2;11276;2142;13418
FAC0034279;2015-12-27;CLI00277;FACTURA;11;2;56691;10771;67462
FAC0034280;2015-09-30;CLI00808;FACTURA;43;1;108972;20705;129677
FAC0034281;2015-11-14;CLI00842;FACTURA;14;1;228064;43332;271396
FAC0034282;2015-05-02;CLI00782;FACTURA;17;1;129088;24527;153615
FAC0034283;2015-05-31;CLI00728;FACTURA;15;1;133236;25315;158551
FAC0034284;2015-04-12;CLI00518;FACTURA;19;1;33792;6420;40212
FAC0034285;2015-12-11;CLI00378;FACTURA;32;1;76218;14481;90699
FAC0034286;2015-08-01;CLI00410;FACTURA;30;1;228730;43459;272189
FAC0034287;2015-01-31;CLI00291;FACTURA;50;2;8448;1605;10053
FAC0034288;2015-12-10;CLI00216;FACTURA;44;1;101460;19277;120737
FAC0034289;2015-07-20;CLI00276;FACTURA;35;1;35272;6702;41974
FAC0034290;2015-05-06;CLI00488;FACTURA;41;1;33597;6383;39980
FAC0034291;2015-01-28;CLI00344;FACTURA;17;1;105485;20042;125527
FAC0034292;2015-07-27;CLI00160;FACTURA;32;1;68724;13058;81782
FAC0034293;2015-02-14;CLI00307;FACTURA;18;2;143340;27235;170575
FAC0034294;2015-01-27;CLI00635;FACTURA;28;2;181112;34411;215523
FAC0034295;2015-03-03;CLI00312;FACTURA;21;1;123452;23456;146908
FAC0034296;2015-01-23;CLI00468;FACTURA;7;1;50596;9613;60209
FAC0034297;2015-05-30;CLI00654;FACTURA;31;1;147678;28059;175737
FAC0034298;2015-12-26;CLI00604;FACTURA;46;1;112952;21461;134413
FAC0034299;2015-10-28;CLI00502;FACTURA;31;1;56676;10768;67444
FAC0034300;2015-06-20;CLI00870;FACTURA;1;1;85347;16216;101563
FAC0034301;2015-03-27;CLI00179;FACTURA;19;2;73353;13937;87290
FAC0034302;2015-12-10;CLI00075;FACTURA;25;2;18966;3604;22570
FAC0034303;2015-01-23;CLI00998;FACTURA;38;1;196245;37287;233532
FAC0034304;2015-07-11;CLI00798;FACTURA;37;1;229362;43579;272941
FAC0034305;2015-02-09;CLI00246;FACTURA;2;1;87436;16613;104049
FAC0034306;2015-06-23;CLI00003;FACTURA;15;2;175554;33355;208909
FAC0034307;2015-01-06;CLI00758;FACTURA;35;1;50730;9639;60369
FAC0034308;2015-06-09;CLI00109;FACTURA;1;2;172676;32808;205484
FAC0034309;2015-09-11;CLI00866;FACTURA;39;1;80175;15233;95408
FAC0034310;2015-09-14;CLI00107;FACTURA;33;2;174020;33064;207084
FAC0034311;2015-07-11;CLI00756;FACTURA;31;1;85347;16216;101563
FAC0034312;2015-05-17;CLI00879;FACTURA;30;2;55418;10529;65947
FAC0034313;2015-07-11;CLI00743;FACTURA;8;2;58006;11021;69027
FAC0034314;2015-03-27;CLI00421;FACTURA;3;2;174872;33226;208098
FAC0034315;2015-10-13;CLI00543;FACTURA;42;2;201582;38301;239883
FAC0034316;2015-06-13;CLI00546;FACTURA;41;1;201582;38301;239883
FAC0034317;2015-06-04;CLI00310;FACTURA;6;1;54696;10392;65088
FAC0034318;2015-06-16;CLI00603;FACTURA;27;2;35751;6793;42544
FAC0034319;2015-08-10;CLI00061;FACTURA;5;2;15892;3019;18911
FAC0034320;2015-05-28;CLI00472;FACTURA;6;1;242970;46164;289134
FAC0034321;2015-11-03;CLI00376;FACTURA;50;1;174020;33064;207084
FAC0034322;2015-12-01;CLI00173;FACTURA;42;2;85014;16153;101167
FAC0034323;2015-08-23;CLI00056;FACTURA;1;1;205122;38973;244095
FAC0034324;2015-01-02;CLI00844;FACTURA;31;1;37074;7044;44118
FAC0034325;2015-04-19;CLI00032;FACTURA;5;1;196596;37353;233949
FAC0034326;2015-02-10;CLI00371;FACTURA;49;2;211170;40122;251292
FAC0034327;2015-11-18;CLI00889;FACTURA;7;2;307683;58460;366143
FAC0034328;2015-02-13;CLI00351;FACTURA;1;2;17636;3351;20987
FAC0034329;2015-01-24;CLI00346;FACTURA;28;1;35751;6793;42544
FAC0034330;2015-11-24;CLI00511;FACTURA;10;2;158473;30110;188583
FAC0034331;2015-05-28;CLI00565;FACTURA;24;2;85347;16216;101563
FAC0034332;2015-03-19;CLI00440;FACTURA;11;1;114365;21729;136094
FAC0034333;2015-11-29;CLI00098;FACTURA;45;1;174020;33064;207084
FAC0034334;2015-06-30;CLI00343;FACTURA;9;2;35272;6702;41974
FAC0034335;2015-05-12;CLI00880;FACTURA;27;1;58006;11021;69027
FAC0034336;2015-03-02;CLI00813;FACTURA;24;2;134388;25534;159922
FAC0034337;2015-10-29;CLI00189;FACTURA;15;2;91314;17350;108664
FAC0034338;2015-07-29;CLI00476;FACTURA;32;1;84468;16049;100517
FAC0034339;2015-11-23;CLI00055;FACTURA;31;2;58006;11021;69027
FAC0034340;2015-04-26;CLI00931;FACTURA;28;2;163458;31057;194515
FAC0034341;2015-01-10;CLI00562;FACTURA;15;1;113382;21543;134925
FAC0034342;2015-04-01;CLI00103;FACTURA;15;2;73839;14029;87868
FAC0034343;2015-03-22;CLI00072;FACTURA;47;1;97530;18531;116061
FAC0034344;2015-06-18;CLI00644;FACTURA;4;1;53166;10102;63268
FAC0034345;2015-12-13;CLI00719;FACTURA;40;2;134388;25534;159922
FAC0034346;2015-02-08;CLI00873;FACTURA;7;2;109295;20766;130061
FAC0034347;2015-09-25;CLI00830;FACTURA;2;1;123065;23382;146447
FAC0034348;2015-09-10;CLI00428;FACTURA;30;1;123340;23435;146775
FAC0034349;2015-11-22;CLI00893;FACTURA;12;2;65415;12429;77844
FAC0034350;2015-11-29;CLI00707;FACTURA;8;2;27071;5143;32214
FAC0034351;2015-04-07;CLI00088;FACTURA;5;1;171280;32543;203823
FAC0034352;2015-12-01;CLI00165;FACTURA;16;2;199854;37972;237826
FAC0034353;2015-10-15;CLI00492;FACTURA;21;1;100338;19064;119402
FAC0034354;2015-03-08;CLI00827;FACTURA;42;2;30895;5870;36765
FAC0034355;2015-09-10;CLI00657;FACTURA;2;2;59585;11321;70906
FAC0034356;2015-12-25;CLI00359;FACTURA;1;2;109295;20766;130061
FAC0034357;2015-08-14;CLI00025;FACTURA;40;2;52908;10053;62961
FAC0034358;2015-10-15;CLI00389;FACTURA;28;2;196777;37388;234165
FAC0034359;2015-09-12;CLI00751;FACTURA;50;2;227682;43260;270942
FAC0034360;2015-03-03;CLI00036;FACTURA;15;1;22206;4219;26425
FAC0034361;2015-07-08;CLI00807;FACTURA;21;2;44412;8438;52850
FAC0034362;2015-02-09;CLI00280;FACTURA;7;1;203248;38617;241865
FAC0034363;2015-04-20;CLI00628;FACTURA;33;1;43002;8170;51172
FAC0034364;2015-11-16;CLI00757;FACTURA;18;2;61700;11723;73423
FAC0034365;2015-04-26;CLI00424;FACTURA;26;1;12340;2345;14685
FAC0034366;2015-06-08;CLI00053;FACTURA;11;2;126582;24051;150633
FAC0034367;2015-07-11;CLI00993;FACTURA;8;2;142540;27083;169623
FAC0034368;2015-10-06;CLI00785;FACTURA;28;2;80175;15233;95408
FAC0034369;2015-06-06;CLI00619;FACTURA;39;2;66122;12563;78685
FAC0034370;2015-12-16;CLI00631;FACTURA;4;2;34187;6496;40683
FAC0034371;2015-01-22;CLI00230;FACTURA;5;1;54486;10352;64838
FAC0034372;2015-11-20;CLI00832;FACTURA;46;1;71670;13617;85287
FAC0034373;2015-09-02;CLI00122;FACTURA;24;1;60876;11566;72442
FAC0034374;2015-02-17;CLI00416;FACTURA;16;1;10479;1991;12470
FAC0034375;2015-02-12;CLI00258;FACTURA;3;1;28449;5405;33854
FAC0034376;2015-05-30;CLI00710;FACTURA;21;1;136215;25881;162096
FAC0034377;2015-03-24;CLI00151;FACTURA;41;2;272430;51762;324192
FAC0034378;2015-01-22;CLI00022;FACTURA;39;1;27071;5143;32214
FAC0034379;2015-04-03;CLI00478;FACTURA;25;1;26583;5051;31634
FAC0034380;2015-10-06;CLI00097;FACTURA;47;2;39012;7412;46424
FAC0034381;2015-07-03;CLI00458;FACTURA;1;1;228654;43444;272098
FAC0034382;2015-01-05;CLI00567;FACTURA;43;2;104130;19785;123915
FAC0034383;2015-12-17;CLI00058;FACTURA;11;1;33844;6430;40274
FAC0034384;2015-09-11;CLI00931;FACTURA;21;2;199556;37916;237472
FAC0034385;2015-12-26;CLI00751;FACTURA;4;2;87436;16613;104049
FAC0034386;2015-03-23;CLI00212;FACTURA;33;1;91492;17383;108875
FAC0034387;2015-06-09;CLI00325;FACTURA;42;2;138545;26324;164869
FAC0034388;2015-07-03;CLI00420;FACTURA;25;1;50730;9639;60369
FAC0034389;2015-09-19;CLI00852;FACTURA;42;1;76419;14520;90939
FAC0034390;2015-11-29;CLI00455;FACTURA;3;2;80175;15233;95408
FAC0034391;2015-07-26;CLI00986;FACTURA;39;1;27243;5176;32419
FAC0034392;2015-09-15;CLI00296;FACTURA;6;1;101192;19226;120418
FAC0034393;2015-09-02;CLI00330;FACTURA;41;1;94485;17952;112437
FAC0034394;2015-01-20;CLI00049;FACTURA;38;2;62874;11946;74820
FAC0034395;2015-04-03;CLI00285;FACTURA;27;2;83127;15794;98921
FAC0034396;2015-11-10;CLI00827;FACTURA;5;2;69420;13190;82610
FAC0034397;2015-06-25;CLI00453;FACTURA;47;2;21117;4012;25129
FAC0034398;2015-09-04;CLI00539;FACTURA;35;2;196904;37412;234316
FAC0034399;2015-11-17;CLI00071;FACTURA;31;2;126702;24073;150775
FAC0034400;2015-06-24;CLI00437;FACTURA;43;2;98452;18706;117158
FAC0034401;2015-03-04;CLI00577;FACTURA;30;2;53166;10102;63268
FAC0034402;2015-05-09;CLI00028;FACTURA;6;1;221517;42088;263605
FAC0034403;2015-06-30;CLI00120;FACTURA;33;1;28190;5356;33546
FAC0034404;2015-04-03;CLI00214;FACTURA;39;1;61206;11629;72835
FAC0034405;2015-02-21;CLI00583;FACTURA;13;2;28111;5341;33452
FAC0034406;2015-01-28;CLI00278;FACTURA;16;1;75568;14358;89926
FAC0034407;2015-05-05;CLI00093;FACTURA;45;2;161360;30658;192018
FAC0034408;2015-05-09;CLI00371;FACTURA;25;2;120882;22968;143850
FAC0034409;2015-05-20;CLI00792;FACTURA;39;1;335970;63834;399804
FAC0034410;2015-03-15;CLI00569;FACTURA;19;2;141029;26796;167825
FAC0034411;2015-04-13;CLI00377;FACTURA;8;2;117036;22237;139273
FAC0034412;2015-05-26;CLI00865;FACTURA;44;2;135834;25808;161642
FAC0034413;2015-02-01;CLI00359;FACTURA;49;2;265830;50508;316338
FAC0034414;2015-06-16;CLI00245;FACTURA;30;2;47230;8974;56204
FAC0034415;2015-04-19;CLI00960;FACTURA;2;1;85347;16216;101563
FAC0034416;2015-07-11;CLI00219;FACTURA;8;2;96210;18280;114490
FAC0034417;2015-06-25;CLI00431;FACTURA;5;2;30438;5783;36221
FAC0034418;2015-12-10;CLI00855;FACTURA;42;2;49226;9353;58579
FAC0034419;2015-07-25;CLI00478;FACTURA;44;1;197344;37495;234839
FAC0034420;2015-06-24;CLI00667;FACTURA;40;2;91492;17383;108875
FAC0034421;2015-10-31;CLI00248;FACTURA;5;1;109025;20715;129740
FAC0034422;2015-08-10;CLI00276;FACTURA;40;1;254060;48271;302331
FAC0034423;2015-04-12;CLI00242;FACTURA;47;1;6179;1174;7353
FAC0034424;2015-05-17;CLI00837;FACTURA;19;2;128460;24407;152867
FAC0034425;2015-07-07;CLI01000;FACTURA;50;1;11276;2142;13418
FAC0034426;2015-06-02;CLI00316;FACTURA;7;1;217944;41409;259353
FAC0034427;2015-08-05;CLI00325;FACTURA;8;2;104412;19838;124250
FAC0034428;2015-02-04;CLI00412;FACTURA;27;1;18892;3589;22481
FAC0034429;2015-10-08;CLI00296;FACTURA;49;1;138840;26380;165220
FAC0034430;2015-11-05;CLI00459;FACTURA;12;2;79749;15152;94901
FAC0034431;2015-09-28;CLI00479;FACTURA;26;2;163458;31057;194515
FAC0034432;2015-11-11;CLI00915;FACTURA;34;2;114672;21788;136460
FAC0034433;2015-03-17;CLI00292;FACTURA;20;1;56380;10712;67092
FAC0034434;2015-11-06;CLI00496;FACTURA;29;1;176360;33508;209868
FAC0034435;2015-01-23;CLI00935;FACTURA;25;2;87220;16572;103792
FAC0034436;2015-10-23;CLI00689;FACTURA;18;2;155442;29534;184976
FAC0034437;2015-09-25;CLI00417;FACTURA;4;2;16035;3047;19082
FAC0034438;2015-08-29;CLI00330;FACTURA;21;1;104790;19910;124700
FAC0034439;2015-12-13;CLI00022;FACTURA;5;1;129006;24511;153517
FAC0034440;2015-03-21;CLI00527;FACTURA;35;2;67917;12904;80821
FAC0034441;2015-01-04;CLI00691;FACTURA;10;2;145015;27553;172568
FAC0034442;2015-02-23;CLI00477;FACTURA;3;2;203430;38652;242082
FAC0034443;2015-03-11;CLI00127;FACTURA;20;2;156048;29649;185697
FAC0034444;2015-12-22;CLI00403;FACTURA;34;2;202384;38453;240837
FAC0034445;2015-10-26;CLI00065;FACTURA;41;2;56380;10712;67092
FAC0034446;2015-12-26;CLI00489;FACTURA;34;2;40686;7730;48416
FAC0034447;2015-11-07;CLI00283;FACTURA;39;2;64544;12263;76807
FAC0034448;2015-07-06;CLI00460;FACTURA;39;1;101624;19309;120933
FAC0034449;2015-10-28;CLI00991;FACTURA;10;2;75568;14358;89926
FAC0034450;2015-06-25;CLI00468;FACTURA;49;1;196777;37388;234165
FAC0034451;2015-04-21;CLI00951;FACTURA;19;2;21859;4153;26012
FAC0034452;2015-06-30;CLI00133;FACTURA;4;2;109295;20766;130061
FAC0034453;2015-05-16;CLI00848;FACTURA;34;1;80680;15329;96009
FAC0034454;2015-01-07;CLI00960;FACTURA;21;1;66122;12563;78685
FAC0034455;2015-02-16;CLI00343;FACTURA;3;2;71514;13588;85102
FAC0034456;2015-03-06;CLI00316;FACTURA;29;1;138545;26324;164869
FAC0034457;2015-01-02;CLI00235;FACTURA;9;2;76419;14520;90939
FAC0034458;2015-09-14;CLI00105;FACTURA;9;2;177648;33753;211401
FAC0034459;2015-03-31;CLI00148;FACTURA;25;1;193963;36853;230816
FAC0034460;2015-03-09;CLI00016;FACTURA;49;1;152436;28963;181399
FAC0034461;2015-11-27;CLI00323;FACTURA;42;2;67917;12904;80821
FAC0034462;2015-05-29;CLI00089;FACTURA;47;2;265830;50508;316338
FAC0034463;2015-07-03;CLI00376;FACTURA;3;1;106332;20203;126535
FAC0034464;2015-04-17;CLI00394;FACTURA;5;1;114032;21666;135698
FAC0034465;2015-11-27;CLI00479;FACTURA;12;2;218590;41532;260122
FAC0034466;2015-06-10;CLI00541;FACTURA;27;2;28111;5341;33452
FAC0034467;2015-04-20;CLI00516;FACTURA;39;1;48105;9140;57245
FAC0034468;2015-02-16;CLI00743;FACTURA;43;2;25298;4807;30105
FAC0034469;2015-04-07;CLI00138;FACTURA;7;1;256572;48749;305321
FAC0034470;2015-10-28;CLI00615;FACTURA;38;2;94485;17952;112437
FAC0034471;2015-02-26;CLI00388;FACTURA;7;1;23834;4528;28362
FAC0034472;2015-07-28;CLI00183;FACTURA;2;2;94485;17952;112437
FAC0034473;2015-10-10;CLI00274;FACTURA;22;1;229257;43559;272816
FAC0034474;2015-05-14;CLI00549;FACTURA;11;2;27348;5196;32544
FAC0034475;2015-10-11;CLI00831;FACTURA;5;2;109025;20715;129740
FAC0034476;2015-06-07;CLI00393;FACTURA;32;2;174020;33064;207084
FAC0034477;2015-07-30;CLI00319;FACTURA;22;2;80175;15233;95408
FAC0034478;2015-05-27;CLI00960;FACTURA;46;1;70544;13403;83947
FAC0034479;2015-02-09;CLI00339;FACTURA;46;2;205857;39113;244970
FAC0034480;2015-09-13;CLI00140;FACTURA;35;1;197344;37495;234839
FAC0034481;2015-09-14;CLI00879;FACTURA;9;2;136542;25943;162485
FAC0034482;2015-10-18;CLI00755;FACTURA;19;2;108972;20705;129677
FAC0034483;2015-01-05;CLI00455;FACTURA;8;2;103086;19586;122672
FAC0034484;2015-09-24;CLI00659;FACTURA;48;2;88824;16877;105701
FAC0034485;2015-06-20;CLI00277;FACTURA;24;2;81729;15529;97258
FAC0034486;2015-07-28;CLI00072;FACTURA;2;1;86004;16341;102345
FAC0034487;2015-04-22;CLI00409;FACTURA;44;2;68370;12990;81360
FAC0034488;2015-07-07;CLI00846;FACTURA;17;1;91314;17350;108664
FAC0034489;2015-04-11;CLI00237;FACTURA;4;2;32272;6132;38404
FAC0034490;2015-06-12;CLI00616;FACTURA;1;1;94830;18018;112848
FAC0034491;2015-05-12;CLI00622;FACTURA;1;1;50688;9631;60319
FAC0034492;2015-01-30;CLI00915;FACTURA;23;2;224888;42729;267617
FAC0034493;2015-04-16;CLI00202;FACTURA;12;1;302373;57451;359824
FAC0034494;2015-06-14;CLI00262;FACTURA;48;1;16035;3047;19082
FAC0034495;2015-01-23;CLI00984;FACTURA;28;1;137238;26075;163313
FAC0034496;2015-08-19;CLI00580;FACTURA;42;1;118454;22506;140960
FAC0034497;2015-04-10;CLI00594;FACTURA;29;1;71670;13617;85287
FAC0034498;2015-03-07;CLI00424;FACTURA;30;1;57336;10894;68230
FAC0034499;2015-12-15;CLI00999;FACTURA;47;2;270710;51435;322145
FAC0034500;2015-09-23;CLI00146;FACTURA;15;1;174018;33063;207081
FAC0034501;2015-10-22;CLI00789;FACTURA;40;2;243628;46289;289917
FAC0034502;2015-06-23;CLI00670;FACTURA;45;1;177842;33790;211632
FAC0034503;2015-09-21;CLI00711;FACTURA;6;2;208824;39677;248501
FAC0034504;2015-06-01;CLI00323;FACTURA;40;2;7946;1510;9456
FAC0034505;2015-04-01;CLI00035;FACTURA;23;2;58006;11021;69027
FAC0034506;2015-02-23;CLI00103;FACTURA;7;2;9446;1795;11241
FAC0034507;2015-04-17;CLI00020;FACTURA;48;1;105816;20105;125921
FAC0034508;2015-04-22;CLI00906;FACTURA;45;1;101624;19309;120933
FAC0034509;2015-01-10;CLI00321;FACTURA;33;2;103086;19586;122672
FAC0034510;2015-09-12;CLI00077;FACTURA;1;2;201582;38301;239883
FAC0034511;2015-05-20;CLI00835;FACTURA;3;2;68370;12990;81360
FAC0034512;2015-02-01;CLI00978;FACTURA;31;1;273496;51964;325460
FAC0034513;2015-12-25;CLI00015;FACTURA;7;2;74004;14061;88065
FAC0034514;2015-02-14;CLI00793;FACTURA;3;2;138545;26324;164869
FAC0034515;2015-01-16;CLI00587;FACTURA;42;2;50946;9680;60626
FAC0034516;2015-09-12;CLI00679;FACTURA;23;2;81168;15422;96590
FAC0034517;2015-07-20;CLI00697;FACTURA;40;2;10479;1991;12470
FAC0034518;2015-01-04;CLI00109;FACTURA;5;2;294894;56030;350924
FAC0034519;2015-06-25;CLI00998;FACTURA;9;1;20343;3865;24208
FAC0034520;2015-04-20;CLI00759;FACTURA;25;2;196596;37353;233949
FAC0034521;2015-04-17;CLI00236;FACTURA;22;1;76419;14520;90939
FAC0034522;2015-10-16;CLI01000;FACTURA;17;1;43002;8170;51172
FAC0034523;2015-01-18;CLI00911;FACTURA;39;2;122058;23191;145249
FAC0034524;2015-03-07;CLI00271;FACTURA;22;2;143340;27235;170575
FAC0034525;2015-03-19;CLI00711;FACTURA;22;2;27071;5143;32214
FAC0034526;2015-11-09;CLI00089;FACTURA;23;2;226390;43014;269404
FAC0034527;2015-11-18;CLI00789;FACTURA;9;2;91809;17444;109253
FAC0034528;2015-09-19;CLI00681;FACTURA;5;2;190053;36110;226163
FAC0034529;2015-07-20;CLI00345;FACTURA;50;2;30603;5815;36418
FAC0034530;2015-09-22;CLI00029;FACTURA;38;2;22206;4219;26425
FAC0034531;2015-09-14;CLI00698;FACTURA;45;1;20958;3982;24940
FAC0034532;2015-11-07;CLI00066;FACTURA;29;1;239309;45469;284778
FAC0034533;2015-02-23;CLI00927;FACTURA;13;2;59136;11236;70372
FAC0034534;2015-01-02;CLI00775;FACTURA;11;2;18966;3604;22570
FAC0034535;2015-09-14;CLI00312;FACTURA;40;1;123340;23435;146775
FAC0034536;2015-04-16;CLI00899;FACTURA;14;2;196777;37388;234165
FAC0034537;2015-05-23;CLI00842;FACTURA;26;1;37794;7181;44975
FAC0034538;2015-12-31;CLI00308;FACTURA;17;1;20147;3828;23975
FAC0034539;2015-09-24;CLI00032;FACTURA;28;1;18537;3522;22059
FAC0034540;2015-01-20;CLI00702;FACTURA;42;1;135355;25717;161072
FAC0034541;2015-11-20;CLI00975;FACTURA;11;2;161176;30623;191799
FAC0034542;2015-06-24;CLI00691;FACTURA;46;2;19506;3706;23212
FAC0034543;2015-07-22;CLI00098;FACTURA;22;1;76419;14520;90939
FAC0034544;2015-09-18;CLI00656;FACTURA;5;1;172676;32808;205484
FAC0034545;2015-07-12;CLI00572;FACTURA;35;1;201470;38279;239749
FAC0034546;2015-05-09;CLI00693;FACTURA;45;2;151788;28840;180628
FAC0034547;2015-07-31;CLI00952;FACTURA;14;1;159498;30305;189803
FAC0034548;2015-04-13;CLI00515;FACTURA;14;2;78024;14825;92849
FAC0034549;2015-04-17;CLI00294;FACTURA;40;1;163830;31128;194958
FAC0034550;2015-10-07;CLI00416;FACTURA;15;1;221517;42088;263605
FAC0034551;2015-03-06;CLI00285;FACTURA;42;2;243628;46289;289917
FAC0034552;2015-07-21;CLI00042;FACTURA;2;1;34804;6613;41417
FAC0034553;2015-08-20;CLI00220;FACTURA;12;1;178311;33879;212190
FAC0034554;2015-06-08;CLI00395;FACTURA;28;2;47668;9057;56725
FAC0034555;2015-11-10;CLI00394;FACTURA;49;1;232024;44085;276109
FAC0034556;2015-04-20;CLI00983;FACTURA;1;2;16035;3047;19082
FAC0034557;2015-09-28;CLI00934;FACTURA;37;1;161360;30658;192018
FAC0034558;2015-12-24;CLI00910;FACTURA;29;1;20292;3855;24147
FAC0034559;2015-08-13;CLI00316;FACTURA;8;1;11917;2264;14181
FAC0034560;2015-01-13;CLI00298;FACTURA;19;1;88824;16877;105701
FAC0034561;2015-08-31;CLI00792;FACTURA;15;1;52395;9955;62350
FAC0034562;2015-07-28;CLI00188;FACTURA;43;1;313236;59515;372751
FAC0034563;2015-07-15;CLI00461;FACTURA;26;2;131154;24919;156073
FAC0034564;2015-10-06;CLI00716;FACTURA;24;1;132279;25133;157412
FAC0034565;2015-01-26;CLI00719;FACTURA;49;2;123065;23382;146447
FAC0034566;2015-03-07;CLI00964;FACTURA;25;1;30895;5870;36765
FAC0034567;2015-03-07;CLI00682;FACTURA;7;1;133236;25315;158551
FAC0034568;2015-04-15;CLI00525;FACTURA;3;2;302373;57451;359824
FAC0034569;2015-11-19;CLI00905;FACTURA;23;2;50946;9680;60626
FAC0034570;2015-08-25;CLI00029;FACTURA;12;2;87436;16613;104049
FAC0034571;2015-10-04;CLI00264;FACTURA;2;1;6179;1174;7353
FAC0034572;2015-05-13;CLI00696;FACTURA;41;1;113382;21543;134925
FAC0034573;2015-07-28;CLI00883;FACTURA;22;2;203021;38574;241595
FAC0034574;2015-12-09;CLI00757;FACTURA;49;2;173550;32975;206525
FAC0034575;2015-11-08;CLI00446;FACTURA;40;1;109025;20715;129740
FAC0034576;2015-03-15;CLI00487;FACTURA;32;2;145015;27553;172568
FAC0034577;2015-06-23;CLI00693;FACTURA;9;2;59136;11236;70372
FAC0034578;2015-01-27;CLI00208;FACTURA;26;1;190701;36233;226934
FAC0034579;2015-05-15;CLI00603;FACTURA;6;2;18892;3589;22481
FAC0034580;2015-04-26;CLI00754;FACTURA;25;1;56898;10811;67709
FAC0034581;2015-08-30;CLI00083;FACTURA;43;2;174020;33064;207084
FAC0034582;2015-08-27;CLI00524;FACTURA;5;1;56691;10771;67462
FAC0034583;2015-06-20;CLI00216;FACTURA;11;1;20147;3828;23975
FAC0034584;2015-08-03;CLI00219;FACTURA;1;2;239309;45469;284778
FAC0034585;2015-08-27;CLI00343;FACTURA;38;2;246130;46765;292895
FAC0034586;2015-01-04;CLI00278;FACTURA;18;1;27348;5196;32544
FAC0034587;2015-09-21;CLI00171;FACTURA;32;2;168776;32067;200843
FAC0034588;2015-08-08;CLI00035;FACTURA;33;2;98452;18706;117158
FAC0034589;2015-05-03;CLI00764;FACTURA;4;1;84468;16049;100517
FAC0034590;2015-02-14;CLI00032;FACTURA;46;1;100791;19150;119941
FAC0034591;2015-05-26;CLI00767;FACTURA;33;2;28668;5447;34115
